screen_id	plate_id	plate_name	image_id	cell_line	strain	gene_identifier	phenotype_identifier	channels	pixel_size_x	pixel_size_y	imaging_method
3	2607	JL_120906_S1B	1261769	Not listed	mal3	SPAC18G6.15	CMPO_0000371	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2607	JL_120906_S1B	1262262	Not listed	mto1	SPCC417.07c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2607	JL_120906_S1B	1261835	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2607	JL_120906_S1B	1262016	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2607	JL_120906_S1B	1261986	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2607	JL_120906_S1B	1262136	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2607	JL_120906_S1B	1261823	Not listed	raf1	SPCC613.12c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2607	JL_120906_S1B	1262093	Not listed	SPAC13G7.11	SPAC13G7.11	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2607	JL_120906_S1B	1262111	Not listed	cox24	SPAC1782.04	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2607	JL_120906_S1B	1262130	Not listed	lkh1	SPAC1D4.11c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2607	JL_120906_S1B	1262087	Not listed	trm402	SPAC23C4.17	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2607	JL_120906_S1B	1261883	Not listed	plp1	SPAC2F3.12c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2608	JL_120907_S2A	1262345	Not listed	mug82	SPAC589.11	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2608	JL_120907_S2A	1262357	Not listed	Not listed	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2608	JL_120907_S2A	1262759	Not listed	SPAC8C9.19	SPAC8C9.19	CMPO_0000367	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2608	JL_120907_S2A	1262717	Not listed	SPAPB17E12.03	SPAPB17E12.03	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2608	JL_120907_S2A	1262729	Not listed	slx9	SPAPB21F2.03	CMPO_0000438	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2608	JL_120907_S2A	1262500	Not listed	mug57	SPBC146.10	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2608	JL_120907_S2A	1262687	Not listed	mal3	SPAC18G6.15	CMPO_0000371	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2608	JL_120907_S2A	1262633	Not listed	mto1	SPCC417.07c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2608	JL_120907_S2A	1262548	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2608	JL_120907_S2A	1262699	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2608	JL_120907_S2A	1262693	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2608	JL_120907_S2A	1262681	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2852	JL_120907_S2B	1341477	Not listed	mal3	SPAC18G6.15	CMPO_0000371	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2852	JL_120907_S2B	1341697	Not listed	mto1	SPCC417.07c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2852	JL_120907_S2B	1341685	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2852	JL_120907_S2B	1341860	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2852	JL_120907_S2B	1341709	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2852	JL_120907_S2B	1341612	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2852	JL_120907_S2B	1341908	Not listed	rps27	SPBC1685.10	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2852	JL_120907_S2B	1341648	Not listed	SPBC1711.15c	SPBC1711.15c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2852	JL_120907_S2B	1341557	Not listed	rpp202	SPBC23G7.15c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2852	JL_120907_S2B	1341551	Not listed	rpl1603	SPBC2G2.05	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2852	JL_120907_S2B	1341745	Not listed	dpb4	SPBC3D6.09	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2852	JL_120907_S2B	1341938	Not listed	SPBCPT2R1.02	SPBCPT2R1.02	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2853	JL_120908_S31A	1342043	Not listed	SPAC2E1P3.01	SPAC2E1P3.01	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2853	JL_120908_S31A	1342247	Not listed	SPBC16A3.12c	SPBC16A3.12c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2853	JL_120908_S31A	1342332	Not listed	mug163	SPCC1620.03	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2853	JL_120908_S31A	1342459	Not listed	clr5	SPAC29B12.08	CMPO_0000438	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2853	JL_120908_S31A	1342110	Not listed	trx2	SPBC12D12.07c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2853	JL_120908_S31A	1342164	Not listed	SPAC22H10.08	SPAC22H10.08	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2853	JL_120908_S31A	1342143	Not listed	mal3	SPAC18G6.15	CMPO_0000371	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2853	JL_120908_S31A	1342489	Not listed	mto1	SPCC417.07c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2853	JL_120908_S31A	1342543	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2853	JL_120908_S31A	1342410	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2853	JL_120908_S31A	1342338	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2853	JL_120908_S31A	1342296	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2609	JL_120909_S33B	1262921	Not listed	mal3	SPAC18G6.15	CMPO_0000371	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2609	JL_120909_S33B	1262942	Not listed	mto1	SPCC417.07c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2609	JL_120909_S33B	1263347	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2609	JL_120909_S33B	1262984	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2609	JL_120909_S33B	1263087	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2609	JL_120909_S33B	1263123	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2609	JL_120909_S33B	1262978	Not listed	mam3	SPAP11E10.02c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2609	JL_120909_S33B	1262954	Not listed	cuf2	SPCC584.02	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2609	JL_120909_S33B	1263430	Not listed	pnc1	SPBC365.20c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2609	JL_120909_S33B	1263382	Not listed	SPAC1F12.02c	SPAC1F12.02c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2609	JL_120909_S33B	1263021	Not listed	SPBC16H5.14c	SPBC16H5.14c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2609	JL_120909_S33B	1263280	Not listed	SPCC1919.04	SPCC1919.04	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2610	JL_120910_S3A	1263497	Not listed	SPBP8B7.26	SPBP8B7.26	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2610	JL_120910_S3A	1263992	Not listed	wtf10	SPCC1183.10	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2610	JL_120910_S3A	1263841	Not listed	Not listed	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2610	JL_120910_S3A	1263889	Not listed	itt1	SPAC1002.14	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2610	JL_120910_S3A	1263811	Not listed	SPAC17C9.11c	SPAC17C9.11c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2610	JL_120910_S3A	1263529	Not listed	ppk9	SPAC23H4.02	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2610	JL_120910_S3A	1263745	Not listed	mal3	SPAC18G6.15	CMPO_0000371	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2610	JL_120910_S3A	1263709	Not listed	mto1	SPCC417.07c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2610	JL_120910_S3A	1263644	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2610	JL_120910_S3A	1263686	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2610	JL_120910_S3A	1263883	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2610	JL_120910_S3A	1263499	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2611	JL_120910_S3B	1264073	Not listed	mal3	SPAC18G6.15	CMPO_0000371	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2611	JL_120910_S3B	1264587	Not listed	mto1	SPCC417.07c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2611	JL_120910_S3B	1264309	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2611	JL_120910_S3B	1264153	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2611	JL_120910_S3B	1264135	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2611	JL_120910_S3B	1264581	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2611	JL_120910_S3B	1264575	Not listed	SPAC29B12.11c	SPAC29B12.11c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2611	JL_120910_S3B	1264082	Not listed	mus7	SPAC6B12.02c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2611	JL_120910_S3B	1264641	Not listed	SPAPB2B4.04c	SPAPB2B4.04c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2611	JL_120910_S3B	1264455	Not listed	vps1302	SPBC16C6.02c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2611	JL_120910_S3B	1264467	Not listed	pph3	SPBC26H8.05c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2611	JL_120910_S3B	1264078	Not listed	SPBC30D10.14	SPBC30D10.14	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2612	JL_120911_S4A	1264649	Not listed	gyp1	SPBC530.01	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2612	JL_120911_S4A	1264704	Not listed	ppk32	SPBP23A10.10	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2612	JL_120911_S4A	1265179	Not listed	dao1	SPCC1450.07c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2612	JL_120911_S4A	1265131	Not listed	Not listed	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2612	JL_120911_S4A	1264939	Not listed	SPCC777.04	SPCC777.04	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2612	JL_120911_S4A	1265113	Not listed	SPBC36.10	SPBC36.10	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2612	JL_120911_S4A	1265125	Not listed	mal3	SPAC18G6.15	CMPO_0000371	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2612	JL_120911_S4A	1264753	Not listed	mto1	SPCC417.07c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2612	JL_120911_S4A	1265054	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2612	JL_120911_S4A	1265197	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2612	JL_120911_S4A	1265024	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2612	JL_120911_S4A	1265095	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2613	JL_120911_S4B	1265225	Not listed	mal3	SPAC18G6.15	CMPO_0000371	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2613	JL_120911_S4B	1265787	Not listed	mto1	SPCC417.07c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2613	JL_120911_S4B	1265437	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2613	JL_120911_S4B	1265293	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2613	JL_120911_S4B	1265540	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2613	JL_120911_S4B	1265594	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2613	JL_120911_S4B	1265449	Not listed	SPAC13G6.15c	SPAC13G6.15c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2613	JL_120911_S4B	1265618	Not listed	mms19	SPAC1071.02	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2613	JL_120911_S4B	1265703	Not listed	SPAC11D3.17	SPAC11D3.17	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2613	JL_120911_S4B	1265389	Not listed	acp1	SPAC12B10.07	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2613	JL_120911_S4B	1265552	Not listed	trm9	SPAC13D6.03c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2613	JL_120911_S4B	1265522	Not listed	SPAC15A10.06	SPAC15A10.06	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2614	JL_120912_S5A	1265801	Not listed	pli1	SPAC1687.05	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2614	JL_120912_S5A	1266324	Not listed	phb1	SPAC1782.06c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2614	JL_120912_S5A	1265979	Not listed	tco1	SPAC17G6.02c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2614	JL_120912_S5A	1266125	Not listed	etf2	SPAC1805.02c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2614	JL_120912_S5A	1265809	Not listed	Not listed	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2614	JL_120912_S5A	1265872	Not listed	atg4	SPAC19B12.08	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2614	JL_120912_S5A	1266227	Not listed	mal3	SPAC18G6.15	CMPO_0000371	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2614	JL_120912_S5A	1266263	Not listed	mto1	SPCC417.07c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2614	JL_120912_S5A	1266113	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2614	JL_120912_S5A	1266318	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2614	JL_120912_S5A	1266095	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2614	JL_120912_S5A	1265967	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2615	JL_120912_S5B	1266377	Not listed	mal3	SPAC18G6.15	CMPO_0000371	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2615	JL_120912_S5B	1266516	Not listed	mto1	SPCC417.07c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2615	JL_120912_S5B	1266462	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2615	JL_120912_S5B	1266920	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2615	JL_120912_S5B	1266379	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2615	JL_120912_S5B	1266896	Not listed	MS1404	Not Listed	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2615	JL_120912_S5B	1266486	Not listed	SPAC1F7.11c	SPAC1F7.11c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2615	JL_120912_S5B	1266438	Not listed	SPAC227.03c	SPAC227.03c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2615	JL_120912_S5B	1266673	Not listed	SPAC22F8.04	SPAC22F8.04	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2615	JL_120912_S5B	1266534	Not listed	SPAC23A1.07	SPAC23A1.07	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2615	JL_120912_S5B	1266691	Not listed	ubp7	SPAC23G3.08c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	2615	JL_120912_S5B	1266385	Not listed	cnt6	SPAC26A3.10	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	1808	JL_121214_J1_1	706252	Not listed	raf1	SPCC613.12c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	1808	JL_121214_J1_1	706736	Not listed	met14	SPAC1782.11	CMPO_0000116	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	1808	JL_121214_J1_1	706603	Not listed	cox4	SPAC1296.02	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	1808	JL_121214_J1_1	706568	Not listed	med20	SPAC17G8.05	CMPO_0000077	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	1808	JL_121214_J1_1	706358	Not listed	tma23	SPAC1952.02	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	1808	JL_121214_J1_1	706520	Not listed	trm112	SPAC31A2.02	CMPO_0000383	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	1808	JL_121214_J1_1	706514	Not listed	SPAC343.20	SPAC343.20	CMPO_0000438	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	1808	JL_121214_J1_1	706412	Not listed	SPAC1687.23c	SPAC1687.23c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	1808	JL_121214_J1_1	706597	Not listed	mpn1	SPAC23C11.10	CMPO_0000116	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	1808	JL_121214_J1_1	706802	Not listed	upf3	SPAC13G7.03	CMPO_0000438	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	1808	JL_121214_J1_1	706302	Not listed	SPAC16E8.08	SPAC16E8.08	CMPO_0000116	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	1808	JL_121214_J1_1	706254	Not listed	SPAC8C9.19	SPAC8C9.19	CMPO_0000367	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	1815	JL_121214_J1_2	710284	Not listed	raf1	SPCC613.12c	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	1815	JL_121214_J1_2	710611	Not listed	met14	SPAC1782.11	CMPO_0000116	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	1815	JL_121214_J1_2	710394	Not listed	cox4	SPAC1296.02	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	1815	JL_121214_J1_2	710316	Not listed	med20	SPAC17G8.05	CMPO_0000077	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	1815	JL_121214_J1_2	710424	Not listed	tma23	SPAC1952.02	Not Listed	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
3	1815	JL_121214_J1_2	710635	Not listed	trm112	SPAC31A2.02	CMPO_0000383	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1376	1040	spinning disk confocal microscopy
