id	name	title	description	category
2601	idr0094-ellinger-sarscov2	A SARS-CoV-2 cytopathicity dataset generated by high-content screening of a large drug repurposing collection	To identify possible candidates for progression towards clinical studies against SARS-CoV-2, we screened a well-defined collection of 5632 compounds including 3488 compounds which have undergone clinical investigations (marketed drugs, phases 1 -3, and withdrawn) across 600 indications. Compounds were screened for their inhibition of viral induced cytotoxicity using the human epithelial colorectal adenocarcinoma cell line Caco-2 and a SARS-CoV-2 isolate. The primary screen of 5632 compounds gave 271 hits. A total of 64 compounds with IC50 <20 μM were identified, including 19 compounds with IC50 < 1 μM. Of this confirmed hit population, 90% have not yet been previously reported as active against SARS-CoV-2 in-vitro cell assays. Some 37 of the actives are launched drugs, 19 are in phases 1-3 and 10 pre-clinical. Several inhibitors were associated with modulation of host pathways including kinase signaling P53 activation, ubiquitin pathways and PDE activity modulation, with long chain acyl transferases were effective viral inhibitors.	Study
2602	idr0094-ellinger-sarscov2/screenA	A SARS-CoV-2 cytopathicity dataset generated by high-content screening of a large drug repurposing collection	Primary Screen	Screen
2603	idr0094-ellinger-sarscov2/screenB	A SARS-CoV-2 cytopathicity dataset generated by high-content screening of a large drug repurposing collection	Dose response screen	Screen
2801	idr0097-reicher-proteintag/screenA	Pooled protein tagging, cellular imaging, and in situ sequencing for monitoring drug action in real time	We use CRISPR-Cas9 based intron tagging to generate cell pools expressing more than 900 GFP-fusion proteins (one GFP-tagged protein per cell). From that pool we isolated and imaged 720 clonal cell lines (one clonal cell line per well, 5 fields of view per well). Additionally, we sequenced the expressed intron-targeting sgRNA in each clone to identify the tagged protein in each clone. For 335 clonal cell lines our sgRNA amplicon sequencing strategy unambiguously identified the integrated sgRNAs indicating a single tagged protein, while in the remaining wells we could not unambiguisly identify the taged protein ('0' values in the respective columns in the library file). We then manually annotated the subcellular the subcellular protein localization of GFP-tagged protein to later compare them to antibody-based annotations available on The Human Protein Atlas.	Screen
3001	idr0112-verzat-motorneurons/screenA	Image-based deep learning reveals the responses of human motor neurons to stress and VCP-related ALS	Motor neurons with different markers and different stress conditions.	Screen
3201	idr0120-german-immunologicalsynapse	Morphological profiling of human T and NK lymphocytes by high-content cell imaging	The immunological synapse is a complex structure that decodes stimulatory signals into adapted lymphocyte responses. As such, it represents a unique window to monitor lymphocyte activity, owing to the development of systematic quantitative approaches applicable to primary cells. Here we demonstrate the applicability of high-content imaging to human T and NK cells and develop a pipeline for unbiased analysis of high-definition morphological profiles. Our approach reveals how distinct facets of actin cytoskeleton remodeling shape immunological synapse architecture and impact lytic granule positioning. Morphological profiling of CD8+ T cells from immunodeficient patients allows discriminating the roles of the ARP2/3 subunit ARPC1B and the ARP2/3 activator WASP in immunological synapse assembly. Single cell analysis further identifies uncoupling of lytic granules and F-actin radial distribution in ARPC1B-deficient lymphocytes. Our study provides a foundation for the development of morphological profiling as a scalable approach to monitor primary lymphocyte responsiveness and to identify complex aspects of lymphocyte micro-architecture.	Study
3202	idr0120-german-immunologicalsynapse/screenA	Morphological profiling of human T and NK lymphocytes by high-content cell imaging	Screen in Jurkat cells.	Screen
3203	idr0120-german-immunologicalsynapse/screenB	Morphological profiling of human T and NK lymphocytes by high-content cell imaging	Compound screen in NK92 cells.	Screen
3204	idr0120-german-immunologicalsynapse/screenC	Morphological profiling of human T and NK lymphocytes by high-content cell imaging	Screen of primary NK cells.	Screen
3205	idr0120-german-immunologicalsynapse/screenD	Morphological profiling of human T and NK lymphocytes by high-content cell imaging	Patient-derived cells.	Screen
3108	idr0128-georgi-influenza	Parallel compound screen for infection modulators identifies re-purposing candidates against common viral infections	Viral infectious diseases span a myriad of maladies, including immunosuppression, cancer, organ failure and, if lacking effective treatment, even death. While numerous targeted antiviral therapies have been developed over the past century, many viral diseases still lack effective antivirals to date. Revisiting compounds approved for other applications offers accelerated development, and automated screening and data processing boost the feasibility of the re-purposing approach. Here, we extended our high-content image-based platform  on three human viruses differing in genome composition, envelope state, and tropism, namely human rhinovirus (RV), influenza A virus (IAV) and herpes simplex virus (HSV). Among the 1,280 mainly FDA-approved compounds, we identified potent inhibitors and even enhancers of multi-round infection propagation in vitro. The most potent inhibitors were 5-azacytidin against RV-A16, clotrimazole against IAV-WSN, and raltitrexed against HSV-1. Clobetasol was found to significantly enhance HSV-1 infection. Remarkably, Aminacrine, a topical antiseptic, inhibited all three viruses tested. Follow-up experiments of the highest-scoring modulators confirmed their performance.	Study
3055	idr0128-georgi-influenza/screenA	Parallel compound screen for infection modulators identifies re-purposing candidates against common viral infections	Influenza A virus infected quality control plates consisting solely of the solvent control DMSO to confirm assay stability prior to Z' plates (preZ) and screen (preScreen).	Screen
3054	idr0128-georgi-influenza/screenB	Parallel compound screen for infection modulators identifies re-purposing candidates against common viral infections	Influenza A virus infected Z' plates in biological duplicates consisting of 192 technical replicates of the solvent control DMSO and positive control BafA to confirm assay quality.	Screen
3053	idr0128-georgi-influenza/screenC	Parallel compound screen for infection modulators identifies re-purposing candidates against common viral infections	Influenza A virus infected Z' plates in biological duplicates consisting of 192 technical replicates of the solvent control DMSO and positive control BafA to confirm assay quality.	Screen
3052	idr0128-georgi-influenza/screenD	Parallel compound screen for infection modulators identifies re-purposing candidates against common viral infections	Primary image-based screen of 1,278 mostly FDA-approved, off-patent small molecules, collected in the Prestwick Chemical Library for inhibitors of Influenza A virus infection.	Screen
3051	idr0128-georgi-influenza/screenE	Parallel compound screen for infection modulators identifies re-purposing candidates against common viral infections	Primary image-based screen of 1,278 mostly FDA-approved, off-patent small molecules, collected in the Prestwick Chemical Library for inhibitors of Influenza A virus infection.	Screen
3109	idr0129-georgi-rhinovirus	Parallel compound screen for infection modulators identifies re-purposing candidates against common viral infections	Viral infectious diseases span a myriad of maladies, including immunosuppression, cancer, organ failure and, if lacking effective treatment, even death. While numerous targeted antiviral therapies have been developed over the past century, many viral diseases still lack effective antivirals to date. Revisiting compounds approved for other applications offers accelerated development, and automated screening and data processing boost the feasibility of the re-purposing approach. Here, we extended our high-content image-based platform  on three human viruses differing in genome composition, envelope state, and tropism, namely human rhinovirus (RV), Human rhinovirus (IAV) and herpes simplex virus (HSV). Among the 1,280 mainly FDA-approved compounds, we identified potent inhibitors and even enhancers of multi-round infection propagation in vitro. The most potent inhibitors were 5-azacytidin against RV-A16, clotrimazole against IAV-WSN, and raltitrexed against HSV-1. Clobetasol was found to significantly enhance HSV-1 infection. Remarkably, Aminacrine, a topical antiseptic, inhibited all three viruses tested. Follow-up experiments of the highest-scoring modulators confirmed their performance.	Study
3103	idr0129-georgi-rhinovirus/screenA	Parallel compound screen for infection modulators identifies re-purposing candidates against common viral infections	Human rhinovirus infected quality control plates consisting solely of the solvent control DMSO to confirm assay stability prior to Z' plates (preZ) and screen (preScreen).	Screen
3104	idr0129-georgi-rhinovirus/screenB	Parallel compound screen for infection modulators identifies re-purposing candidates against common viral infections	Human rhinovirus infected Z' plates in biological duplicates consisting of 192 technical replicates of the solvent control DMSO and positive control BafA to confirm assay quality.	Screen
3102	idr0129-georgi-rhinovirus/screenC	Parallel compound screen for infection modulators identifies re-purposing candidates against common viral infections	Primary image-based screen of 1,278 mostly FDA-approved, off-patent small molecules, collected in the Prestwick Chemical Library for inhibitors of rhinovirus infection.	Screen
3101	idr0129-georgi-rhinovirus/screenD	Parallel compound screen for infection modulators identifies re-purposing candidates against common viral infections	Primary image-based screen of 1,278 mostly FDA-approved, off-patent small molecules, collected in the Prestwick Chemical Library for inhibitors of rhinovirus infection.	Screen
3110	idr0130-olszewski-herpes	Parallel compound screen for infection modulators identifies re-purposing candidates against common viral infections	Viral infectious diseases span a myriad of maladies, including immunosuppression, cancer, organ failure and, if lacking effective treatment, even death. While numerous targeted antiviral therapies have been developed over the past century, many viral diseases still lack effective antivirals to date. Revisiting compounds approved for other applications offers accelerated development, and automated screening and data processing boost the feasibility of the re-purposing approach. Here, we extended our high-content image-based platform  on three human viruses differing in genome composition, envelope state, and tropism, namely human rhinovirus (RV), Human rhinovirus (IAV) and herpes simplex virus (HSV). Among the 1,280 mainly FDA-approved compounds, we identified potent inhibitors and even enhancers of multi-round infection propagation in vitro. The most potent inhibitors were 5-azacytidin against RV-A16, clotrimazole against IAV-WSN, and raltitrexed against HSV-1. Clobetasol was found to significantly enhance HSV-1 infection. Remarkably, Aminacrine, a topical antiseptic, inhibited all three viruses tested. Follow-up experiments of the highest-scoring modulators confirmed their performance.	Study
3106	idr0130-olszewski-herpes/screenA	Parallel compound screen for infection modulators identifies re-purposing candidates against common viral infections	Herpes simplex virus infected quality control plates consisting of the solvent control DMSO and positive control ganciclovir to confirm assay stability prior to Z' plates (preZ) and screen.	Screen
3107	idr0130-olszewski-herpes/screenB	Parallel compound screen for infection modulators identifies re-purposing candidates against common viral infections	Herpes simplex virus infected Z' plates in biological duplicates consisting of 192 technical replicates of the solvent control DMSO and positive control GCV to confirm assay quality.	Screen
3105	idr0130-olszewski-herpes/screenC	Parallel compound screen for infection modulators identifies re-purposing candidates against common viral infections	Primary image-based screen of 1,278 mostly FDA-approved, off-patent small molecules, collected in the Prestwick Chemical Library for inhibitors of Herpes simplex virus infection	Screen
3151	idr0133-dahlin-cellpainting/screenA	Reference compounds for characterizing cellular injury in high-content cellular morphology assays	We screened 218 prototypical cytotoxic and nuisance compounds in U-2 OS cells in concentration-response format using the Cell Painting assay. From a previous Cell Painting experiment, an additional 283 compounds with either high or no correlation to a gross cell injury morphology were re-tested in single-concentration format.	Screen
101	idr0018-neff-histopathology/experimentA		Histopathology raw images and annotated tiff files of tissues from mice with 10 different single gene knockouts.	Experiment
51	idr0021-lawo-pericentriolarmaterial/experimentA	Subdiffraction imaging of centrosomes reveals higher-order organizational features of pericentriolar material.	Images relating to Figure 1e in Lawo et al 2012. These are the 3D-SIM reconstructed, maximum intensity projected and aligned images of centriole or PCM proteins of cycling HeLa cells in interphase.	Experiment
52	idr0023-szymborska-nuclearpore/experimentA	Nuclear pore scaffold structure analyzed by super-resolution microscopy and particle averaging.	Systematic immunolabelling of the Nup107-160 complex and (monomeric) enhanced GFP [(m)EGFP] fusions of members of the Nup107-160 complex with an anti-GFP nanobody.	Experiment
301	idr0026-weigelin-immunotherapy/experimentA	Focusing and sustaining the antitumor CTL effector killer response by agonist anti-CD137 mAb.	Combination therapy of adoptive CTL transfer and anti-CD137 monoclonal antibody. Mice were injected with B16F10/OVA melanoma cells and after 3 or 7 days were treated with OVA-specific CD8+ T cells (Cytotoxic T lymphocytes CTL) plus 1D8 antibody (anti-CD137).  4D timelapse images were taken at either 3 or 6 days after CTL + antibody treatment.Version HistoryAugust 2017 - added additional phenotype to CMPO ontology mapping	Experiment
151	idr0027-dickerson-chromatin/experimentA	High resolution imaging reveals heterogeneity in chromatin states between cells that is not inherited through cell division.	"To monitor the organisation of chromatin in live cells were engineered with fluorescent fusion proteins which recognize specific operator sequences to tag pairs of syntenic gene loci. The separation of these loci was then tracked in three dimensions over time using fluorescence microscopy. Data generated for this manuscript are made accessible here. This includes the movies generated from yeast strains with different genomic separations. These are available within subfolders titled ""Colocalising"", ""Genomic separation 100kb"", ""Genomic separation 25kb"" etc. Tracking data generated from these movies is also available as idr0027-AnalysisAllData.csv in the Attachments section below. This includes x, y and z co-ordinates of foci in the red and green channels following two stages of correction for channel alignment, the distance between the red and green foci in nanometers,  the offset of the red channel foci with respect to the green channel foci in x, y, and z. The maximum intensity, background intensity and standard deviation of the background intensity for both the red and green channels. The contrast (maximum spot intensity - nuclear background intensity) for each channel. The name originally assigned to the video, the genomic separation of the strain in kb. The string in column AE starts with the letter assigned to the video in supplementary figure 2. Some videos include two cells. In these cases the higher cell (on the y axis) is indicated as ""upper"" and the other as ""lower"". One of the two cells can often be assigned as the mother and the other as daughter. This is indicated as m or d in column AF. The systematic name of the strain is indicated in column AG."	Experiment
201	idr0032-yang-meristem/experimentA	Regulation of Meristem Morphogenesis by Cell Wall Synthases in Arabidopsis.	We performed systematic RNA in situ hybridization assays to examine the expression patterns of the SAM-expressed GTs at single-cell spatial resolution, including those transcripts that show either relative increases, reductions, or no change between SAM and flower samples.	Experiment
354	idr0038-held-kidneylightsheet	Ex vivo live cell tracking in kidney organoids using light sheet fluorescence microscopy.	We have adapted the mouse kidney rudiment assay to generate renal organoids. We have immunostained endpoint fixed organoids and E13.5 embryonic kidneys and imaged them with a light sheet fluorescent microscope. The data generated for this manuscript is made accessible here and includes immunofluorescence staining after end point fixation revealing that organotypic structures develop within the organoids. Furthermore, we have performed an assay to ascertain tubular functionality. Following, we have imaged organoids containing Wt1-GFP knock-in cells live on the light sheet microscope to evaluate the ability to follow cells long-term and generate previously unavailable quantitative tracking data.\n\nidr0038 consists of a set of 3 experiments: experimentA (immunofluorescence staining after end point fixation), experimentB (assays to ascertain tubular functionality) and experimentC (Wt1-GFP knock-in cells followed long term).	Study
351	idr0038-held-kidneylightsheet/experimentA	Ex vivo live cell tracking in kidney organoids using light sheet fluorescence microscopy.	We have adapted the mouse kidney rudiment assay to generate renal organoids. To demonstrate that the organoid culture method of re-aggregated kidney rudiments in PDMS discs resulted in 3D kidney organoids with organotypic structures, we stained fixed six day old organoids for various developmental markers and imaged them with a light sheet fluorescent microscope. We have stained for the following markers: Megalin, Laminin, Cytokeratin, Pax2, Six2, Wt1, Synaptopodin and Nephrin and have also used the lectin stain PNA (peanut agglutinin). The spheroids were usually imaged as z stacks from five angles.	Experiment
352	idr0038-held-kidneylightsheet/experimentB	Ex vivo live cell tracking in kidney organoids using light sheet fluorescence microscopy.	All assays were performed on live cultures. The intact kidney rudiments were cultured at air liquid interface for 4 days following dissection. The organoids were cultured under medium immersion for six days following dissection. The samples cultured at air liquid interface were gently removed from the membranes before starting the assay. The samples were incubated for one hour at 25oC with PBS containing 1uM 5(6)-Carboxyfluorescein (6-CF) and 20 ug/ml of PNA (Vector Laboratories). For the control samples, 2 mM probenecid was also added to the solution to inhibit the organic anion transport. After incubation, the samples were washed with ice cold PBS for 10 mins followed by an incubation with 8mM probenecid in PBS for 15 mins to arrest any transport. The functional assay was concluded by two PBS washes and samples were then embedded in 1.5% agarose for imaging.	Experiment
353	idr0038-held-kidneylightsheet/experimentC	Ex vivo live cell tracking in kidney organoids using light sheet fluorescence microscopy.	"We have adapted the mouse kidney rudiment assay to generate renal organoids. 24 hours after pelleting 100,000 mouse kidney cells, organoids had formed in the PDMS dishes. For the PNA vital stain test we used kidney cells from wildtype mice and for the tracking time series we used cells from the Wt1tm1Nhsn strain, expressing GFP together with the transcription factor Wt1. One organoid was embedded in a hydrogel matrix (1.5% Agarose + 3% gelatine). In the microscope chamber, the hydrogel cylinder was extruded from the capillary so that the hydrogel column containing the organoid was located outside the capillary and immersed in medium (phenol red-free MEM + 10% FBS, 1% pen/strep, 3ug/ml PNA-rh) at 37oC and with 5% CO2. We recorded z stacks of the spheroids from multiple angles every 30 mins to record the location of the GFP expressing cells in three dimensions over time. There are three time series. These are available in the subfolders ""Time PNA-rh vital"", ""Wt1-GFP PNA Time Series 1"" and ""Wt1-GFP PNA Time Series 2"".  The time series data was processed in Fiji by opening the green channel only, binning in X and Y by a factor of two and converting it to 8 bit for processing in TrackMate (v.2.8.2) where we used the LoG (Laplacian of Gaussian) Detector and LAP (Linear Assignment Problem) Tracker options. Tracking data generated from the time series using the Track Mate plug in for Fiji is also provided in the time series data sets as ""Nspots vs Time.txt"", ""Track statistics.txt"", ""Links in tracks statistics.txt"" and ""Spots in tracks statistics.txt"". The data was analysed and plotted via the Matlab script provided as ""TrackMateDataAnalysis.txt"" in conjunction with the functions ""NSpotsFunction.txt"", ""SpotsInTracksFunction.txt"", ""TrackStatisticsFunction.txt"", ""Violin.txt"" and ""violinplot.txt""."	Experiment
401	idr0040-aymoz-singlecell/experimentA	Timing of gene expression in a cell-fate decision system.	Time-lapse with addition of 1uM alpha-factor at time 0	Experiment
404	idr0041-cai-mitoticatlas/experimentA	Experimental and computational framework for a dynamic protein atlas of human cell division.	Image data used to build the mitotic cell atlas. This consists of three subsets: raw images, segmentation masks for the landmarks and protein concentration maps.	Experiment
402	idr0042-nirschl-wsideeplearning/experimentA	A deep-learning classifier identifies patients with clinical heart failure using whole-slide images of H&E tissue.	Histopathology sub-image from patient whole-slide images from patients with end-stage clinical heart failure or cadaveric donor hearts from patients without heart failure.	Experiment
501	idr0043-uhlen-humanproteinatlas/experimentA	Proteomics. Tissue-based map of the human proteome.	Mapping of protein expression across all major tissues and organs in the human body	Experiment
502	idr0044-mcdole-tardislightsheet/experimentA	In Toto Imaging and Reconstruction of Post-Implantation Mouse Development at the Single-Cell Level.	Light-sheet imaging of post-implantation mouse development from E6.5 to E8.5	Experiment
405	idr0045-reichmann-zygotespindle/experimentA	Dual-spindle formation in zygotes keeps parental genomes apart in early mammalian embryos.	Characterization of mitotic spindle formation in live mouse zygotes by light-sheet microscopy.	Experiment
503	idr0047-neuert-yeastmrna/experimentA	Multiplex RNA single molecule FISH of inducible mRNAs in single yeast cells.	We performed single molecule in-situ hybridization on yeast cells that have been exposed to osmotic stress and measured mRNA expression for two genes. The goal of this study was to generate data sets for single cell transcription modeling.	Experiment
1201	idr0048-abdeladim-chroms/experimentA	Multicolor multiscale brain imaging with chromatic multiphoton serial microscopy	Multicolor brain-wide anatomical mapping and high-resolution continuous multicolor imaging of a >5mm3 cortical portion.  Astrocytes and layer 2/3 neurons are 'Brainbow-labeled'.  The dataset consists of a sequence of 92 high-resolution multicolor 2D whole-brain sections with high-content anatomical details and gives access to single-cell astrocyte morphologies with subcellular resolution over an unprecedented millimetric spatial scale.	Experiment
505	idr0050-springer-cytoskeletalsystems/experimentA	Unbiased pattern analysis reveals highly diverse responses of cytoskeletal systems to cyclic straining.	Characterization of cytoskeletal systems (actin, microtubules, vimentin networks) to cyclic straining using confocal laser scanning microscopy, including experiments with nocodazole to depolymerize microtubules.	Experiment
552	idr0051-fulton-tailbudlightsheet/experimentA	Neuromesodermal progenitors are a conserved source of spinal cord with divergent growth dynamics.	Lightsheet imaging of tailbud from 18 somite stage with one frame per 2 minutes	Experiment
751	idr0052-walther-condensinmap	A quantitative map of human Condensins provides new insights into mitotic chromosome architecture.	Homozygous genome editing was used to fluorescently tag subunits of Condensin I and II in HeLa cells. Absolute abundance, spacing, and dynamic localization of the tagged proteins during mitosis was recorded by fluorescence correlation spectroscopy (FSC)-calibrated live-cell imaging and superresolution microscopy.	Study
752	idr0052-walther-condensinmap/experimentA	A quantitative map of human Condensins provides new insights into mitotic chromosome architecture.	Genome-edited cells with homozygously mEGFP-tagged Condensin subunits and chromosomes stained by SiR-DNA were imaged every 90 s for a total of 60 min by 3D confocal microscopy, which was automatically triggered after prophase onset. Images were calibrated by FCS to convert fluorescence intensities into cellular protein concentration maps and cellular protein number maps.	Experiment
753	idr0052-walther-condensinmap/experimentB	A quantitative map of human Condensins provides new insights into mitotic chromosome architecture.	FRAP experiments of Condensin-mEGFP subunits on the metaphase plate.	Experiment
754	idr0052-walther-condensinmap/experimentC	A quantitative map of human Condensins provides new insights into mitotic chromosome architecture.	Single Colour - Condensin subunits were immunostained (with an anti-GFP antibody), and mitotic cells with chromatids oriented in parallel to the focal plane were selected for imaging. DNA (Hoechst) and Condensins (mEGFP tag and anti-GFP immunostaining) were imaged by diffraction-limited microscopy, whereas immunostained Condensin was also imaged by STED microscopy.  Double Colour -  NCAPH2-mEGFP and NCAPH-Halo were immunostained respectively with anti-GFP (1:500; ab13970; Abcam) + goat secondary anti-chicken Alexa Fluor 594 (1;500; A-11042; Thermo Fisher Scientific) and anti-Halo (1:500; G9281; Promega) + anti-rabbit Abberior STAR RED then imaged by STED microscopy.	Experiment
504	idr0053-faas-virtualnanoscopy/experimentA	Virtual nanoscopy: generation of ultra-large high resolution electron microscopy maps.	"	Ultra-large high resolution electron microscopy maps of the mouse glomerulus, mouse embryonic fibroblasts, human dendritic cells and a zebrafish embryo slice were generated using virtual nanoscopy."	Experiment
701	idr0054-segura-tonsilhyperion/experimentA	Human lymphoid organ cDC2 and macrophages play complementary roles in T follicular helper responses.	Imaging mass cytometry of tonsil sections	Experiment
801	idr0062-blin-nuclearsegmentation/experimentA	NesSys: a novel method for accurate nuclear segmentation in 3D	We provide a user-friendly 3D editing tool to rapidly correct segmentation errors.  We test our method alongside other previously-published user-friendly methods, with focus on mid-gestation embryos, 3D cultures of pluripotent stem cells and pluripotent stem cell-derived neural rosettes.	Experiment
1751	idr0063-newman-chromosomalloci/experimentA	Homologous locus pairing is a transient, diffusion-mediated process in meiotic prophase	Live-cell imaging was used to measure the distance between two fluorescently-tagged chromosomal loci over time in yeast nuclei throughout prophase I of meiosis.	Experiment
903	idr0065-camsund-crispri	Time-resolved imaging-based CRISPRi screening	Our ability to connect genotypic variation to biologically important phenotypes has been seriously limited by the gap between live-cell microscopy and library-scale genomic engineering. Here, we show how in situ genotyping of a library of strains after time-lapse imaging in a microfluidic device overcomes this problem. We determine how 235 different CRISPR interference knockdowns impact the coordination of the replication and division cycles of Escherichia coli by monitoring the location of replication forks throughout on average >500 cell cycles per knockdown. Subsequent in situ genotyping allows us to map each phenotype distribution to a specific genetic perturbation to determine which genes are important for cell cycle control. The single-cell time-resolved assay allows us to determine the distribution of single-cell growth rates, cell division sizes and replication initiation volumes. The technology presented in this study enables genome-scale screens of most live-cell microscopy assays.	Study
901	idr0065-camsund-crispri/experimentA	Time-resolved imaging-based CRISPRi screening	Time-lapse imaging of cells using phase contrast and SeqA-YFP foci using wide-field fluorescence on a CRISPRi library of knock-downs loaded into a microfluidic device.	Experiment
902	idr0065-camsund-crispri/experimentB	Time-resolved imaging-based CRISPRi screening	After phenotyping, barcode RNAs were expressed by T7 RNApol induction and the cells were subsequently fixed and permeabilized. The strains were identified in situ by sequential FISH probing using widefield epi-fluorescence in four colors. Each round of probing identifies the positions of four unique strains.	Experiment
855	idr0066-voigt-mesospim	The mesoSPIM initiative – open-source light-sheet microscopes for imaging cleared tissue	The mesoscale selective plane illumination microscope (mesoSPIM) designed in this study was tested with various cleared tissue samples.	Study
851	idr0066-voigt-mesospim/experimentA	The mesoSPIM initiative – open-source light-sheet microscopes for imaging cleared tissue	Comparison of whole-mouse brain data acquired from a CLARITY-cleared VIP-tdTomato mouse with and without ASLM mode engaged	Experiment
852	idr0066-voigt-mesospim/experimentB	The mesoSPIM initiative – open-source light-sheet microscopes for imaging cleared tissue	Imaging a whole mouse central nervous system with the mesoSPIM	Experiment
853	idr0066-voigt-mesospim/experimentC	The mesoSPIM initiative – open-source light-sheet microscopes for imaging cleared tissue	Imaging a whole mouse central nervous system with the mesoSPIM	Experiment
854	idr0066-voigt-mesospim/experimentD	The mesoSPIM initiative – open-source light-sheet microscopes for imaging cleared tissue	Imaging a chicken embryo with the mesoSPIM	Experiment
904	idr0067-king-yeastmeiosis/experimentA	Meiotic cellular rejuvenation is coupled to nuclear remodeling in budding yeast	Time-lapse and fixed cell fluorescence microscopy or transmission electron microscopy images depicting budding yeast cells progressing through meiosis. The goal of this study was to characterize nuclear remodeling during budding yeast meiosis, with a focus on determining how various nuclear senescence factors are eliminated.	Experiment
2152	idr0068-shah-zebrafishlightsheet/experimentA	Multi-scale imaging and analysis identifies pan-embryo cell dynamics of germlayer formation in zebrafish	Light-sheet imaging of all three germ layers during early zebrafish development (4 - 18 hpf).	Experiment
1104	idr0070-kerwin-hdbr/experimentA	The HUDSEN Atlas: a three-dimensional (3D) spatial framework for studying gene expression in the developing human brain.	Immunohistochemistry and in situ hybridization analysis in early human development from 3 to 17 weeks post conception.	Experiment
1551	idr0071-feldman-crisprko	Optical pooled screens in human cells	Genetic screens are critical for the systematic identification of genes underlying cellular phenotypes. Pooling gene perturbations greatly improves scalability, but is not compatible with imaging of complex and dynamic cellular phenotypes. Here, we introduce a pooled approach for optical genetic screens in mammalian cells. We use targeted in situ sequencing to demultiplex a library of genetic perturbations following image-based phenotyping. We screened a set of 952 genes across millions of cells for involvement in NF-κB signaling by imaging the translocation of RelA (p65) to the nucleus. Screening at a single time point across 3 cell lines recovered 15 known pathway components, while repeating the screen with live-cell imaging revealed a novel role for Mediator complex subunits in regulating the duration of p65 nuclear retention. These results establish a new approach to perform highly multiplexed, image-based screens of spatially and temporally defined phenotypes with pooled libraries.	Study
1503	idr0071-feldman-crisprko/experimentA	Optical pooled screens in human cells	Optical pooled CRISPR knockout screen in HeLa cells for regulators of p65 translocation upon stimulation by IL-1b or TNF-a, detected by imaging a p65-mNeonGreen fluorescent reporter. CRISPR sgRNAs are detected by sequencing proxy barcodes in cells transduced with the lentiGuide-BC vector. Included cycles of sequencing-by-synthesis (SBS): 1, 2, 3, 4, 5, 6, 7, 8, 9.	Experiment
1505	idr0071-feldman-crisprko/experimentB	Optical pooled screens in human cells	Optical pooled CRISPR knockout screen in HeLa cells for regulators of p65 translocation upon stimulation by IL-1b or TNF-a, detected by indirect immunofluorescence of endogenous p65. CRISPR sgRNAs are detected by sequencing from the 5' end of the sgRNA sequence in cells transduced with the CROPseq-Puro vector. Included cycles of sequencing by synthesis (SBS): 1, 2, 3, 5, 6, 7, 8, 9, 10	Experiment
1504	idr0071-feldman-crisprko/experimentC	Optical pooled screens in human cells	Optical pooled CRISPR knockout screen in A549 cells for regulators of p65 translocation upon stimulation by IL-1b or TNF-a, detected by indirect immunofluorescence of endogenous p65. CRISPR sgRNAs are detected by sequencing from the 5' end of the sgRNA sequence in cells transduced with the CROPseq-Puro vector. Included cycles of sequencing-by-synthesis (SBS): 1, 2, 3, 4, 5, 7, 8, 9, 10.	Experiment
1506	idr0071-feldman-crisprko/experimentD	Optical pooled screens in human cells	Optical pooled CRISPR knockout screen in HCT-116 cells for regulators of p65 translocation upon stimulation by IL-1b or TNF-a, detected by indirect immunofluorescence of endogenous p65. CRISPR sgRNAs are detected by sequencing from the 5' end of the sgRNA sequence in cells transduced with the CROPseq-Puro vector. Included cycles of sequencing-by-synthesis (SBS): 1, 2, 3, 4, 5, 6, 7, 8, 9.	Experiment
1502	idr0071-feldman-crisprko/experimentE	Optical pooled screens in human cells	Twelve cycles of in situ sequencing in HeLa cells expressing barcodes from the lentiGuide-BC lentiviral vector. Included cycles of sequencing-by-synthesis (SBS): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12.	Experiment
1507	idr0071-feldman-crisprko/experimentF	Optical pooled screens in human cells	Combinatorial detection of multiple CRISPR sgRNAs per cell in HeLa cells serially transduced with the CROPseq-Puro and CROPseq-Zeo vectors. Included cycles of sequencing-by-synthesis (SBS): 1, 2, 3, 4, 5, 6.	Experiment
1002	idr0073-schaadt-immuneinfiltrates/experimentA	Graph-based description of tertiary lymphoid organs at single-cell level	Based on cell coordinates detected in the full image, a Delaunay triangulation and distance criteria were used to build neighborhood graphs. The composition of nodes and edges are used for classification, e.g. using a support vector machine.	Experiment
951	idr0075-cabirol-honeybee/experimentA	Automated quantification of synaptic boutons reveals their 3D distribution in the honey bee mushroom body	To study the spatial distribution of synaptic complexes called microglomeruli in the mushroom body neuropils of the honeybee brain, those structures where imaged by two-photon microscopy. A data analysis method was developed to automatically obtain the loci of those structures from large volume samples allowing to analyse their 3D density distribution.	Experiment
1302	idr0076-ali-metabric/experimentA	Imaging mass cytometry and multiplatform genomics define the phenogenomic landscape of breast cancer	Multiplexed imaging of breast cancer tissues for 37 proteins	Experiment
1101	idr0077-valuchova-flowerlightsheet/experimentA	Imaging plant germline differentiation within Arabidopsis flowers by light sheet microscopy	Using the light sheet microscope we acquired 16 different datasets of Arabidopsis flower development.	Experiment
